id,"ident","title","image","excerpt","description",is_featured,"starts_at","ends_at","publish_at","expires_at",sort,"created_at","updated_at"
98,"New-Groups-Are-Forming","New Groups Are Forming",NULL,"New groups on Marriage, Finances, & Personal Growth begin this Sunday...","New groups on Marriage, Finances, and Personal Growth begin this Sunday, October 9. It?s not too late to join. No long-term commitment is required. Each group meets at the Blount Campus for six weeks. The Maximum Marriage and Next Steps Personal Growth groups meet Sundays at 11:30 am. The Chase What Really Matters Financial Freedom group meets Sundays at 5:00 pm. For more information, visit the Information Desk or find out more <a href=\"/groups\">here</a>.",1,NULL,NULL,"2010-01-20 00:00:00","2011-10-10 00:00:00",3,"2015-07-07 12:02:40","2015-07-07 12:02:40"
99,"Creative-Arts-Auditions","Creative Arts Auditions",NULL,"The Creative Arts Ministry is holding auditions for the following ","The Creative Arts Ministry is holding auditions for the following areas: Praise Team (2/6 & 2/13), Drama, Stage Combat and Dancers (2/13). If you are interested in any of these areas, please email worshipinfo@faithpromise.org with your name and phone number and you will be contacted.",1,NULL,NULL,"2010-01-20 00:00:00","2010-02-14 00:00:00",4,"2015-07-07 12:02:40","2013-06-06 21:53:11"
100,"The-Superbowl-Party","The Superbowl Party",NULL,"Are you a young adult? Come to the SuperBowl Party at Faith Promise...","<p>Are you a young adult? Come to the only SuperBowl Party in town that promises over 100\" of HD, endless food, drinks, and a chance to win FREE books for a semester at school.</p>

<p>SUNDAY, February 7, 2010 in the Worship Center. Doors at 6:00 pm & kickoff at 6:28 pm.</p>

<p>(Any and all 18,19, and 20-somethings are welcome at this gathering)</p>",1,NULL,NULL,"2010-01-20 00:00:00","2010-02-08 00:00:00",3,"2015-07-07 12:02:40","2013-06-06 21:53:11"
101,"Mission-Opportunities","Mission Opportunities",NULL,"Information about upcoming mission trips & local outreach opportunities.","Faith Promise missions now has an online listing of all upcoming mission trips and local outreach events. If you would like to participate in a mission trip or outreach event in 2010, visit faithpromise.org/missions. You will find all the information you need to get started.  <a href=\"http://faithpromise.org/missions\">Click here</a>.",1,NULL,NULL,"2010-01-28 00:00:00","2010-04-20 00:00:00",7,"2015-07-07 12:02:40","2013-06-06 21:53:11"
102,"Beth-Moore---Living-Proof","Beth Moore - Living Proof",NULL,"Join FP Women as we attend the Beth Moore Simulcast on Saturday, Sept. 10th","Join FP Women as we attend the Beth Moore Simulcast on Saturday, Sept. 10th, at First Baptist Concord, Kingston Pike Campus. We will gather at Faith Promise Church at 9:00 am and carpool to First Baptist Concord, or you can meet us there at 9:30 am and we will give you your wrist band.  
<p>The cost of this event is $15.00 for registration. You may add a Chic Fil A lunch for $5.00 and/or a Living Proof Live t-shirt for $15.00 (by August 17th).</p>

<p>Cost: $15.00 Registration<br />
Lunch, if requested: $5.00<br />
Living Proof T-shirt, if requested: $15.00 (order before 8/17)<br />
<a href=\"https://integration.fellowshipone.com/integration/FormBuilder/FormBuilder.aspx?fCode=o1fcWok0X8NX0ijR61+Sng==&cCode=RtKBDolfiPuZJp8o1+0ARA==\">Register here</a> to save your spot.</p>",1,NULL,NULL,"2010-02-08 00:00:00","2011-09-11 00:00:00",4,"2015-07-07 12:02:40","2015-07-07 12:02:40"
103,"Parents-Night-Out","Parent's Night Out",NULL,"Drop off the kids at Faith Promise Blount Campus...","Blount fpKids Parent's Night Out<br />
Friday, June 7, 2013 5:30 PM - 8:30 PM
 
<p>Give yourself a break, and drop off the kids at Faith Promise Blount Campus for a night of pizza, games, a movie, and loads of fun for the kids! </p>
<p>Ages 6 weeks-5th grade. $5 per child. <a href=\"https://integration.fellowshipone.com/integration/FormBuilder/FormBuilder.aspx?fCode=5r9FTh71dnReRxHGfa3BGA==&cCode=RtKBDolfiPuZJp8o1+0ARA==\" target=\"_blank\">Register here</a>.</p>",1,NULL,NULL,"2010-02-25 00:00:00","2013-06-08 00:00:00",5,"2015-07-07 12:02:40","2013-06-08 02:14:50"
104,"Honduras-Mission-Trip","Honduras Mission Trip",NULL,"Partnering with Open Eyes ministry to serve the people of Honduras...","A team from FPC will be partnering with Open Eyes ministry to serve the people of Honduras, May 8-14, 2010. The focus of this trip will be evangelism and medical missions. If you have a background in the medical field or a heart for the lost, we’d love for you to join us! The cost is approximately $1500. Email MicahS@faithpromise.org for details.",1,NULL,NULL,"2010-02-25 00:00:00","2010-04-10 00:00:00",5,"2015-07-07 12:02:40","2013-06-06 21:53:11"
105,"The-Gauntlet","The Gauntlet",NULL,"Gauntlet Weekend - a weekend experience for middle school students...","Gauntlet Weekend is a one-of-a-kind weekend experience designed specifically for middle school students (6th-8th grade). The best way to describe it is, \"it’s like camp meets Survivor, packed into one incredible weekend.\"

<a href=\"http://faithpromisestudents.com/msm/gauntlet/\" target=\"_blank\">Click here for more info.</a>",1,NULL,NULL,"2010-02-25 00:00:00","2010-04-09 00:00:00",3,"2015-07-07 12:02:40","2013-06-06 21:53:11"
106,"The-Mystery-of-the-Empty-Tomb","The Mystery of the Empty Tomb",NULL,"An event for kids during each presentation of Sacred Storm...","Calling all sleuths! During all Sacred Storm service times, our children's ministry will present “The Mystery of the Empty Tomb.” All children ages 2 through 5th grade will get to be detectives for the day, as they solve this most intriguing mystery. In large group, kids will interview key witnesses like Mary Magdalene, the Angel at the tomb and Peter. Together, they will discover that Jesus is ALIVE! In small group, kids will examine what this means and how they can have a relationship with God’s Son!",1,NULL,NULL,"2010-03-11 00:00:00","2010-03-29 00:00:00",1,"2015-07-07 12:02:40","2013-06-06 21:53:11"
107,"A-New-Storm-is-Coming","A New Storm is Coming",NULL,"Mark your calendars for Sacred Storm: Final Exam...","Mark your calendars for Sacred Storm: Final Exam on Thursday, March 25 at 7:00 pm, Friday, March 26 at 7:00 pm, Saturday, March 27 at 3:00, 5:00 & 7:00 pm, and Sunday, March 28 at 9:45 & 11:45 am. The format of this production is different from previous years, so arrive early and make sure you are in your seat at service time! ASL interpretation will be available at 7:00 pm on Thursday and Saturday. Invite cards are available in the lobby. For details, visit <a href=\"http://sacredstorm.org\">sacredstorm.org</a>.",1,NULL,NULL,"2010-03-11 00:00:00","2010-03-29 00:00:00",1,"2015-07-07 12:02:40","2013-06-06 21:53:11"
109,"Help!-My-Family-is-Crazy!","Help! My Family is Crazy!",NULL,"They might be crazy, but you're related...","They might be crazy, but for better or worse, you are related. Join us April 10 & 11, as we begin our new family series. We’ll look at what it means to be a family and how to deal with those crazy relatives.",1,NULL,NULL,"2010-04-02 00:00:00","2010-04-05 00:00:00",3,"2015-07-07 12:02:40","2013-06-06 21:53:11"
110,"A-Rhythm-Event","A Rhythm Event",NULL,"An event for parents of children 2 years old - PreK","An event for parents of children 2 years old - PreK that illustrates how parents can be intentional about creating a rhythm within the home to shape their child’s faith.

<p>April 23, 2010, 6:00 – 8:00 pm in Satellite One.  <a href=\"https://integration.fellowshipone.com/integration/FormBuilder/FormBuilder.aspx?fCode=qaEZwzpL0XYmmC1/TekGpA==&cCode=RtKBDolfiPuZJp8o1+0ARA==\">Register here</a></p>",1,NULL,NULL,"2010-04-06 00:00:00","2010-04-24 00:00:00",5,"2015-07-07 12:02:40","2013-06-06 21:53:11"
111,"Mens-Ministry-Service-Project","Men's Ministry Service Project",NULL,"Join with other men to help make a difference at Beaumont Elementary...","Join the Faith Promise Men's Ministry as we serve Knoxville on Saturday, May 1st, from 8:00 am-1:00 pm at Beaumont Elementary School.  We will be cleaning, landscaping, mulching, and more to help make
the environment safer and cleaner for the students and faculty at the school.  We also need mowers, trimmers, rakes, and more. To sign up, <a href=\"http://spreadsheets.google.com/viewform?hl=en&formkey=dENEd0o4R1A4cVJJOF9aMWcxRm52YVE6MA\">click here</a> or or email missions@faithpromise.org.",1,NULL,NULL,"2010-04-12 00:00:00","2010-05-02 00:00:00",4,"2015-07-07 12:02:40","2015-07-07 12:02:40"
112,"LIT-Conferences","LIT Conferences",NULL,"Join hundreds of other church leaders for a day of practical leadership...","Join hundreds of other church leaders for a day of practical leadership lessons, personal connections, and laugh-out-loud moments. It will be one of your greatest days in ministry.

<p>For more information, <a href=\"http://litconferences.com\" target=\"_blank\">click here</a>.</p>",1,NULL,NULL,"2010-04-12 00:00:00","2011-05-13 00:00:00",6,"2015-07-07 12:02:40","2015-07-07 12:02:40"
114,"FPC-Student-Camp","FPC Student Camp",NULL,"FPC Student Ministry is heading to Myrtle Beach, SC, June 13-18...","FPC Student Ministry is heading to Myrtle Beach, SC, June 13-18 for a week of camp that will blow your mind!  Get ready for hot sand beaches, cool ocean waters, beach volleyball, basketball and swimming, not to mention the incredible live worship music, relevant teaching and late-night events!

<p>Camp Cost: Sign up NOW for only $325, so sign up now! You can register at the FPC Kiosk on the weekend, or <a href=\"https://integration.fellowshipone.com/integration/FormBuilder/FormBuilder.aspx?fCode=jSJamJ0eLQiPo6cVg6IVKA==&cCode=RtKBDolfiPuZJp8o1+0ARA==\">register online</a>.</p>",1,NULL,NULL,"2010-04-23 00:00:00","2010-06-13 00:00:00",3,"2015-07-07 12:02:40","2015-07-07 12:02:40"
115,"Beaumont-Elementary-Project","Beaumont Elementary Project",NULL,"Help us take down and set up children's projects...","Please let us know if you can help take down the children's projects from last semester and put up new ones. All dates are open!
<p>May 6th, 7th, 10th, or 11th, from 9:00 am til noon.</p>
<p>Contact Greg Christensen at 865-680-2097.</p>",1,NULL,NULL,"2010-05-04 00:00:00","2010-05-12 00:00:00",4,"2015-07-07 12:02:40","2015-07-07 12:02:40"
116,"Nashville-Flood-Relief","Nashville Flood Relief",NULL,"Serving as the hands and feet of Christ in Nashville on 6/26...","Need construction-based teams on Saturday, June 26, to help in the rebuilding efforts in Nashville. There are five project houses to work on that day. We don't need clean-up teams, but building/constructing teams.  If you're able to volunteer on that day, please contact:
<p>Ryan J. Bult<br />
Director of Missions<br />
Cross Point Community Church<br />
298-4422 ext. 211<br />
<a href=\"mailto:ryan@crosspoint.tv\">ryan@crosspoint.tv</a></p>",1,NULL,NULL,"2010-05-10 00:00:00","2010-06-27 00:00:00",3,"2015-07-07 12:02:40","2013-06-06 21:53:11"
117,"Student-Ministry-Event","Student Ministry Event",NULL,"FPC Student Ministry presents: THE BASH!","FPC Students presents: THE BASH!  We'll have old cars to hit with sledge hammers, a euro jump, inflatables, free food, live music and a chance to win a free iPod touch.  This is the best way to celebrate the end of the school year!  Join us on Wednesday, May 26, from 6:00 pm to 8:30 pm. Don’t miss THE BASH!",1,NULL,NULL,"2010-05-12 00:00:00","2010-05-27 00:00:00",5,"2015-07-07 12:02:40","2013-06-06 21:53:11"
118,"DO-Something","DO-Something",NULL,"The weekend experience specifically designed for 20-somethings is back!","Hey, college students and 20-somethings, the weekend is back! This Sunday, Oct. 17, at 11:45 am in Satellite-1, come check out a Faith Promise weekend service specifically designed for 20-somethings to connect with each other and the church. As usual, we’ll be hooking you up with great resources and a solid lunch. If nothing else, drop by for the lunch and connect with other 20-somethings immediately following the service.",1,NULL,NULL,"2010-05-12 00:00:00","2010-10-18 00:00:00",4,"2015-07-07 12:02:40","2015-07-07 12:02:40"
119,"Blessing-of-the-Bikes","Blessing of the Bikes",NULL,"Start the motorcycle season off right...","Start the motorcycle season off right with a blessing for a safe year. Immediately following the 11:45 service on Sunday, May 23, Pastor Chris will deliver a “blessing of the bikes”. Lunch is provided. Afterwards, the group will take a ride. Contact Ernie Jones at (865) 680-9569 for more information.",1,NULL,NULL,"2010-05-12 00:00:00","2010-05-24 00:00:00",5,"2015-07-07 12:02:40","2015-07-07 12:02:40"
120,"Kids-Camp-2010","Kids Camp 2010",NULL,"Calling all 2nd-5th graders! Come \"Chase the Light\" at Kids Camp 2010 on July 11-14","<p>Calling all 2nd-5th graders! Come \"Chase the Light\" at Kids Camp 2010 on July 11-14. Camp will be held at Clyde Austin 4-H Center in Greenville, TN. The cost is only $200 before June 13! <a href=\"https://integration.fellowshipone.com/integration/FormBuilder/FormBuilder.aspx?fCode=IbvGtCMeROD2vRPZ0Ip5cA==&cCode=RtKBDolfiPuZJp8o1+0ARA==\" target=\"_blank\">Register online</a> or pick up a registration card at the Information Desk. All applications require a <a href=\"/uploads/ministries/Kids-Camp-Medical-Release-Form.pdf\" target=\"_blank\">Medical Release Form</a>. Please complete and return by July 1.</p>
 
<p>Faith Promise Church does not want lack of funds to prevent someone from attending an event.  If you are in need of financial assistance, you may request a scholarship by completing a <a href=\"/uploads/ministries/Kids-Camp-Scholarship-Application.pdf\" target=\"_blank\">scholarship request form</a>.   All scholarship requests should be submitted with the $50 registration fee per camper.</p>
 
<p>View a list of <a href=\"http://blog.faithpromiseweb.com/wp-content/uploads/2010/06/Camp_FAQ.pdf\" target=\"_blank\">frequently asked questions</a>.</p>

<p>Wondering how to pack?  Download a <a href=\"/uploads/ministries/Kids-Camp-What-to-Bring.pdf\" target=\"_blank\">list of items</a> to bring and not to bring.</p>",1,NULL,NULL,"2010-05-22 00:00:00","2010-06-14 00:00:00",4,"2015-07-07 12:02:40","2015-07-07 12:02:40"
121,"South-Africa-Mission-Trip","South Africa Mission Trip",NULL,"Interested in going to Cape Town, South Africa in September?...","Interested in going to Cape Town, South Africa in September? Please contact SusanT@faithpromise.org for all the important details.",1,NULL,NULL,"2010-05-25 00:00:00","2011-06-01 00:00:00",4,"2015-07-07 12:02:40","2013-06-06 21:53:11"
122,"fpMens-Lake-Day","fpMen's Lake Day",NULL,"Men, join us for a day of FOOD & FUN at the lake on June 12... ","Men, bring yourself, a friend, or your son or daughter to Melton Hill Park on Saturday, June 12, from 11 am until 4 pm, for a day of swimming, boat rides, fishing*, tube pulls, volleyball, whiffleball, hiking, horseshoes, FOOD, and FUN with some great guys. *Fishing equipment provided, fishing license NOT required for ANYONE! 

<p>For details, e-mail <a href=\"mailto:fpcmen@gmail.com\">fpcmen@gmail.com</a>.</p>",1,NULL,NULL,"2010-05-27 00:00:00","2010-06-13 00:00:00",4,"2015-07-07 12:02:40","2015-07-07 12:02:40"
123,"Wake-the-Lake","Wake the Lake",NULL,"Young adults, join us June 11th at the lake...","Join with other young adults for contests, LIVE Music, Guitar Hero, and a Movie to wrap up the night... all while floating on the lake! Friday, June 18, from 5:30-11:30 pm.

<p>Meet up at 3105 Stephens Landing Way, Knoxville, TN 37932</p>",1,NULL,NULL,"2010-05-27 00:00:00","2010-06-19 00:00:00",5,"2015-07-07 12:02:40","2013-06-06 21:53:11"
124,"Updates-from-Faith-Promise","Updates from Faith Promise",NULL,"Want keep up with what’s happening at Faith Promise?","<p>Want keep up with what’s happening at Faith Promise? Receive the latest updates on everything from church-wide events to ministry-specific events via email. <a href=\"http://faithpromise.org/updates/\" target=\"_blank\">Subscribe to updates here</a>.</p>",1,NULL,NULL,"2010-06-08 00:00:00","2015-10-08 00:00:00",9,"2015-07-07 12:02:40","2015-07-05 02:43:47"
125,"fpKids-Family-Picnic","fpKids Family Picnic",NULL,"Have a child in our children's ministry?  If so, join us for a picnic...","Have a child in our children's ministry?  If so, bring your fmaily and join us for a picnic on Friday, August 13th from 6:30 - 8:30 pm.

Please <a href=\"https://integration.fellowshipone.com/integration/FormBuilder/FormBuilder.aspx?fCode=QdHtzxhP3mxX3DF3Jyfk1A==&cCode=RtKBDolfiPuZJp8o1+0ARA==\" target=\"_blank\">RSVP here</a>, and then show up at the Cove at Concord Park - 11808 S. Northshore Dr., Knoxville, TN 37922 (the big green shelter).",1,NULL,NULL,"2010-06-16 00:00:00","2010-08-14 00:00:00",3,"2015-07-07 12:02:40","2015-07-07 12:02:40"
126,"fp-Missions-&-Outreach","fp Missions & Outreach",NULL,"Want to make a difference in your community? Want to impact the world?","Want to make a difference in your community? Want to impact the world? Get involved with fpMissions. <a href=\"http://faithpromise.org/missions\">Go here</a> to find all the information you need for upcoming mission trips and outreach events.",1,NULL,NULL,"2010-06-16 00:00:00","2011-05-30 00:00:00",4,"2015-07-07 12:02:40","2013-06-06 21:53:11"
127,"Parent-Meeting","Parent Meeting",NULL,"Are you a parent of a child who is going into Kindergarten? ","Are you a parent of a child who is going into Kindergarten? If so, we want to meet with you to talk about the ways we can partner with you during your child's formative years.  There are two times to choose from:
<p>
-- July 31st 5:30 pm<br />
-- August 1st 10:20 am
</p>
Children will attend our children's ministry during the meeting. 
<p>To RSVP, contact Kandice Baker at 865-251-2590 ext. 1103, or <a href=\"https://integration.fellowshipone.com/integration/FormBuilder/FormBuilder.aspx?fCode=Q8s7C67dJqkwsmYLuwqq3g==&cCode=RtKBDolfiPuZJp8o1+0ARA==\" target\"_blank\">register here</a>.</p>
",1,NULL,NULL,"2010-07-08 00:00:00","2010-08-01 00:00:00",4,"2015-07-07 12:02:40","2013-06-06 21:53:11"
128,"The-Amazing-Race","The Amazing Race",NULL,"All families with kids birth to 5th grade are invited...","All families with kids birth to 5th grade are invited to show off your “Amazing” family skills on Sunday, July 25, from 5:30 to 8:00 pm here at Faith Promise Church. Don’t miss this night of laughter, challenges, and family fun along with a Praise Party featuring Yancy.

<p>Please <a href=\"https://integration.fellowshipone.com/integration/FormBuilder/FormBuilder.aspx?fCode=2ZkzdvHXUklesqStLbqUBQ==&cCode=RtKBDolfiPuZJp8o1+0ARA==\" target=\"_blank\">register for this event here</a>.</p>",1,NULL,NULL,"2010-07-08 00:00:00","2010-07-26 00:00:00",3,"2015-07-07 12:02:40","2013-06-06 21:53:11"
129,"Worship-Labyrinth","Worship Labyrinth",NULL,"Join us Wednesday, August 4th at 6:30 pm for an opportunity to worship...","Worship—it’s more than music. Join us in the Worship Center this Wednesday, August 4, at 6:30 pm, for our Worship Labyrinth, an incredible opportunity to deepen your connection with our Creator through many forms of worship. 
<p>Childcare is provided for children six weeks–Pre-K. All children (grades K-5) and students (grades 6-12) will participate in the Worship Labyrinth.</p>",1,NULL,NULL,"2010-07-15 00:00:00","2010-08-05 00:00:00",2,"2015-07-07 12:02:40","2013-06-06 21:53:11"
130,"Back2School-Supplies","Back2School Supplies",NULL,"Help make a difference in life of a family...","<p>Help make a difference in the life of a family during the Back2School Blount Campus supply drive. Supplies will benefit students at John Sevier School, Alcoa City School, Walland School, and the Katie Miller Home. 

</p><p>Turn in supplies June 21st-July 19th in the Blount Campus Lobby.</p>

<p>Supplies being collected:</p>

<p>New backpacks, glue sticks, crayons, and pencils.</p>",1,NULL,NULL,"2014-06-11 00:00:00","2014-07-20 00:00:00",2,"2015-07-07 12:02:40","2014-07-01 21:28:26"
131,"fp-Womens-Retreat","fp Women's Retreat",NULL,"fp Women's Retreat - Loving the Woman in the Mirror...","An honest conversation about looking for beauty, intimacy, and God. 

<p>Loving the Woman in the Mirror Women's Retreat<br />
Friday, February 8 from 6:30-9:00 pm and Saturday, February 9 from 8:00 am to 12:00 pm at the Faith Promise Pellissippi Campus.<br />
Cost: $20 (Dinner and Continental Breakfast provided)</p>

<p>Childcare is available. Reservation deadline is February 3. <a href=\"https://integration.fellowshipone.com/integration/FormBuilder/FormBuilder.aspx?fCode=C3O8ZowACsMcr50AlV4f+w==&cCode=RtKBDolfiPuZJp8o1+0ARA==\" target\"_blank\">Click here to register!</a></p>",1,NULL,NULL,"2010-07-21 00:00:00","2013-02-10 00:00:00",4,"2015-07-07 12:02:40","2015-07-07 12:02:40"
132,"Tell-Us-Your-Miracle-Story","Tell Us Your Miracle Story",NULL,"We want to hear about how God has worked in your life...","We want to hear about how God has blessed you and worked a miracle in your life. Email your story to miracle@faithpromise.org.",1,NULL,NULL,"2010-07-27 00:00:00","2010-08-30 00:00:00",1,"2015-07-07 12:02:40","2013-06-06 21:53:11"
133,"Promotion-Weekend","Promotion Weekend",NULL,"Don’t forget, our kids and students are moving up...","Don’t forget, our kids and students are moving up to their new grade level the first week of August. Students (grades 6-12) will be promoted on Wednesday, August 3 and kids (grades K-5) will be promoted on August 6 & 7. If your child will not be promoted, please let one of our Family Registration volunteers know so we can eliminate any confusion.",1,NULL,NULL,"2010-07-27 00:00:00","2011-08-08 00:00:00",3,"2015-07-07 12:02:40","2015-07-07 12:02:40"
134,"Serve-on-Staff-with-fpKids","Serve on Staff with fpKids",NULL,"Serve on the fpKids Staff","We’re looking for a few amazing people to join our fpKids team.  Interested?

<p><strong>Preschool Programming Coordinator:</strong> This outgoing, creative leader will work with a team of people (volunteers & staff) to shape the preschool experience every week at fpKids.  This role requires a strong leader capable of recruiting, equipping, and shepherding a team of volunteers to create an unforgettable hour for our kids birth to preK.  This individual will work closely with the Volunteer Coordinator and Elementary Coordinator to ensure the volunteer team is well informed and well equipped to do the work of the ministry.</p>

<p><strong>Team Administrator:</strong> This meticulous, highly organized (almost OCD) individual will bring order and systematic excellence to fpKids by championing our ministry resources at the Pellissippi Campus while creating duplicatable systems to all Faith Promise campuses.  This role will also provide administrative support to the Children's Ministry Director.  Adaptability and strength in working with and through volunteers, excellent computer skills, and resilient attitude are a must.</p>

<p>Please submit your resume, cover letter, & references to ginam@faithpromise.org.</p>
",1,NULL,NULL,"2010-08-12 00:00:00","2011-06-28 00:00:00",5,"2015-07-07 12:02:40","2015-07-07 12:02:40"
135,"Croptoberfest","Croptoberfest",NULL,"This year Croptoberfest kicks off Friday, October 12th...","Croptoberfest is back! Every Fall, fellow scrapbookers come together for a 26-hour event that includes lunch, dinner, and breakfast. This year Croptoberfest kicks off Friday, October 12th at 10:00 AM. It's more than just cropping and conversation - it's an opportunity to connect with other scrapbookers and enjoy a place where you belong.

<p>Who: Any ladies 18+ unless with an adult<br />
When: Friday, October 12 at 10:00 AM<br />
Where: Pellissippi Campus<br />
How much: $30, includes all meals. <a href=\"https://integration.fellowshipone.com/integration/FormBuilder/FormBuilder.aspx?fCode=ufEe27u7t3Yml/VYVc8SYQ==&cCode=RtKBDolfiPuZJp8o1+0ARA==\" target=\"_blank\">Register here</a>.</p>",1,NULL,NULL,"2010-08-12 00:00:00","2012-10-13 00:00:00",4,"2015-07-07 12:02:40","2015-07-07 12:02:40"
136,"Online-Small-Groups","Online Small Groups",NULL,"Make new friends and get connected with an online small group...","Using a webcam, you can connect to one of our online small groups to find community and make new friends.  Interested in plugging in?  <a href=\"http://onlinegroups.tv\" target=\"_blank\">Check it out here</a>.",1,NULL,NULL,"2010-08-23 00:00:00","2012-12-31 00:00:00",3,"2015-07-07 12:02:40","2015-07-07 12:02:40"
137,"fp-Parent-Resources","fp Parent Resources",NULL,"Parents, you can make a difference in your family...","Parents, you can make a difference in the direction and quality of your family! Check out these two easy ways to lead your family:

<p>1. For every experience Faith Promise offers for children and students, we provide a <a href=\"http://blog.faithpromiseweb.com/tag/parent-connection/\" target=\"_blank\">resource</a> for you to stay informed and involved in the process.</p>

<p>2. The <a href=\"http://blog.faithpromiseweb.com/category/family-ministry/\" target=\"_blank\">fpBlog</a> is your source for parenting tips and encouragement written by the Family Ministry staff. Take advantage of these easy ways to partner with Faith Promise in leading your family to follow Christ.</p>",1,NULL,NULL,"2010-09-02 00:00:00","2010-10-02 00:00:00",3,"2015-07-07 12:02:40","2013-06-06 21:53:11"
138,"Its-Not-Too-Late","It's Not Too Late",NULL,"Our fall alignment begins this week so now is the perfect time to get connected...","Our fall alignment begins this week so now is the perfect time to get connected to a group. Email groups@faithpromise.org or call 251-2590 x.1400 to find a group that fits your life today!",1,NULL,NULL,"2010-09-02 00:00:00","2010-09-13 00:00:00",2,"2015-07-07 12:02:40","2013-06-06 21:53:11"
139,"Calling-All-Cast-Members!","Calling All Cast Members!",NULL,"fpKids is hosting a casting call for Pirates & Princesses...","fpKids is hosting a casting call for our upcoming Pirates & Princesses production. Do you have acting skills? Would you love to take part in one of the biggest events of the year? Then contact Mia Hannahs at MiaH@faithpromise.org or 251-2590 x.1200.",1,NULL,NULL,"2010-09-02 00:00:00","2010-09-15 00:00:00",4,"2015-07-07 12:02:40","2015-07-07 12:02:40"
140,"fpMens-Breakfast","fpMen's Breakfast",NULL,"Men's Breakfast Saturday morning, February 9...","Join Us for The fp Men's Group Breakfast, with Pastor Mike Baker on Saturday, February 9th, at 8:30 am at the Pellissippi Campus.

<p>For more information or to register for childcare, <a href=\"http://fpchur.ch/1f1\" target=\"_blank\">go here</a>.</p>",1,NULL,NULL,"2010-09-02 00:00:00","2013-02-10 00:00:00",4,"2015-07-07 12:02:40","2015-07-07 12:02:40"
141,"High-School-Fall-Retreat","High School Fall Retreat",NULL,"High School Students, get ready for a weekend escape that will challenge you...","High School Students, get ready for a weekend escape that will change and challenge you! Join us at Camp Cedar Cliff in Asheville, NC for high ropes courses, zip lines, basketball, volleyball, disc golf, exciting worship and an amazing chance to connect with old friends and make some new ones!
<p>Leave: 8:00am Saturday, Oct. 2<br />
Return: 5:00pm Sunday, Oct. 3<br />
Cost: $100 per student<br />
<a href=\"https://integration.fellowshipone.com/INTEGRATION/login.aspx?ReturnUrl=%2fintegration%2fFormBuilder%2fFormBuilder.aspx%3ffCode%3d3kjoTXnBUZPuYosHN3g3cw%3d%3d%26cCode%3dRtKBDolfiPuZJp8o1%2b0ARA%3d%3d&fCode=3kjoTXnBUZPuYosHN3g3cw==&cCode=RtKBDolfiPuZJp8o1+0ARA==\" target=\"_blank\">Register here</a>
",1,NULL,NULL,"2010-09-08 00:00:00","2010-10-03 00:00:00",4,"2015-07-07 12:02:40","2015-07-07 12:02:40"
142,"Gauntlet-Weekend","Gauntlet Weekend",NULL,"All 6th-8th grade students are invited to join us...","All 6th-8th grade students are invited to join us for an action packed weekend, September 30-October 2, at Barefoot Republic in Fountain Run, KY. During the day students will compete on teams in some ridiculously cool challenges, followed by amazing worship, teaching, and time to unpack what God is saying in small groups. During free time students can hang out in the “Tree House Villages” where they will be staying, show off their moves in the skate or BMX bike park, swim, play paintball, or hang out with friends. The cost is $100.

<p><a href=\"https://integration.fellowshipone.com/integration/FormBuilder/FormBuilder.aspx?fCode=a55zT5liuX7EGFlfRcLSMA==&cCode=RtKBDolfiPuZJp8o1+0ARA==\" target=\"_blank\">Register Here</a></p>",1,NULL,NULL,"2010-09-14 00:00:00","2011-10-01 00:00:00",2,"2015-07-07 12:02:40","2015-07-07 12:02:40"
143,"Discovering-Faith-Promise","Discovering Faith Promise",NULL,"Find out more about our church.  Free dinner & childcare.","Would you like to know more about Faith Promise? Come and meet some of our staff, and hear Pastor Wayne share our vision and values at the next Discovery Class on Sunday, October 9, at 5:00 pm. Dinner and childcare are provided with your registration.
<a href=\"https://integration.fellowshipone.com/integration/FormBuilder/FormBuilder.aspx?fCode=m2dDARgqiY+VeAIL4J6iwA==&cCode=RtKBDolfiPuZJp8o1+0ARA==\" target=\"_blank\">Register here</a>.",1,NULL,NULL,"2010-09-16 00:00:00","2011-10-10 00:00:00",1,"2015-07-07 12:02:40","2015-07-07 12:02:40"
145,"Worship-Retreat","Worship Retreat",NULL,"Attention all Worship Ministry Volunteers! It is time to register for...","Attention all Worship Ministry Volunteers! It is time to register for our fpWorship After Hours Event! These events are designed just for you, our volunteers, to unite the Worship Ministry as we serve together in our purpose to \"Create an atmosphere of worship to connect people to God to influence life change!\"

<p>Our next event is on November 19th and 20th.  It's going to be an exciting time you won't want to miss! <a href=\"https://integration.fellowshipone.com/integration/FormBuilder/FormBuilder.aspx?fCode=Y8iQcShDAqEMcuoKaLn0QA==&cCode=RtKBDolfiPuZJp8o1+0ARA==\" target=\"_blank\">Click here to register</a>.</p>",1,NULL,NULL,"2010-09-23 00:00:00","2010-11-19 00:00:00",5,"2015-07-07 12:02:40","2015-07-07 12:02:40"
146,"Student-Ministry","Student Ministry",NULL,"Our regular student ministry kicks off this Wednesday!","Our regular student ministry kicks off Wednesday, October 13 at 6:30 pm! Our student ministry is a high-energy environment for 6-12th graders that meets every Wednesday from 6:30-8:30 pm in the Blount County Worship Center. Each week involves both a large group time of engaging teaching, testimonies, and drama as well as a time of meeting in small groups.",1,NULL,NULL,"2010-09-30 00:00:00","2010-10-14 00:00:00",4,"2015-07-07 12:02:40","2015-07-07 12:02:40"
